-0.204789748,-0.163521879,0.367905741,-0.382887649,0.545391705,0.205766002,0.428979615,0.653934579,-0.725158372,-0.293297244,0.444688848,-0.395280012,-0.22671866,-0.052075329,-0.159784451,-0.828982625,0.283964664,-0.095345885,-0.234245047,-0.136519045,-0.02642311,0.126031503,-0.081386991,-0.08963453,0.075712889,-0.349162012,-0.12949878,-0.086549558,-0.037749685,0.087247357,0.01156507,0.188424423,0
-0.204789748,-0.163521879,0.367905741,-0.382887649,0.545391705,0.205766002,0.428979615,0.653934579,-0.725158372,-0.293297244,0.444688848,-0.395280012,-0.22671866,-0.052075329,-0.159784451,-0.828982625,0.145890594,-0.010496312,-0.113425173,-0.069304883,-0.041942753,0.069388047,-0.022995854,-0.038023949,0.015963214,-0.181925341,-0.103739262,-0.082064465,0.012552609,0.028922027,0.034424275,0.10695646,0
-0.204789748,-0.163521879,0.367905741,-0.382887649,0.545391705,0.205766002,0.428979615,0.653934579,-0.725158372,-0.293297244,0.444688848,-0.395280012,-0.22671866,-0.052075329,-0.159784451,-0.828982625,0.141750827,-0.048753683,-0.101680286,-0.073129393,-0.049797367,0.038794689,-0.038732968,-0.008762931,0.007105132,-0.149363384,-0.057457376,-0.054254849,0.004295837,0.061340399,-0.007536433,0.103720814,0
-0.204789748,-0.163521879,0.367905741,-0.382887649,0.545391705,0.205766002,0.428979615,0.653934579,-0.725158372,-0.293297244,0.444688848,-0.395280012,-0.22671866,-0.052075329,-0.159784451,-0.828982625,0.012221095,-0.029318633,0.005255666,-0.007215186,0.005695262,0.030164691,0.017700516,-0.022074345,0.026005534,0.02986867,-0.028314989,0.000578713,-0.010782645,0.026121363,0.000430433,0.001544952,0
-0.5212469,1.179042503,0.7345657,-0.190918619,0.76151581,1.294878269,0.846169047,-0.115201644,0.02089654,-0.054308153,-1.387876247,-1.036943944,0.194201872,0.434986377,-1.218620037,1.284457629,0.38408801,-0.082632892,-0.232274979,-0.163892835,-0.083249435,0.170042604,-0.143989816,-0.091284618,0.097486816,-0.386977553,-0.20191285,-0.164696828,0.016768303,0.073700272,0.059762098,0.255491018,0
-0.5212469,1.179042503,0.7345657,-0.190918619,0.76151581,1.294878269,0.846169047,-0.115201644,0.02089654,-0.054308153,-1.387876247,-1.036943944,0.194201872,0.434986377,-1.218620037,1.284457629,0.405252159,-0.076051004,-0.269113004,-0.1345855,-0.046417899,0.201193318,-0.138073727,-0.116753221,0.117295332,-0.394252867,-0.196908072,-0.138938725,0.002346627,0.108505107,0.029436791,0.214162543,0
-0.5212469,1.179042503,0.7345657,-0.190918619,0.76151581,1.294878269,0.846169047,-0.115201644,0.02089654,-0.054308153,-1.387876247,-1.036943944,0.194201872,0.434986377,-1.218620037,1.284457629,0.003620238,-0.029719338,0.026602637,0.030303173,0.014056456,-0.018468503,0.023826087,-0.015392937,-0.010074216,0.028200475,0.029829981,-0.029458994,0.031104816,-0.001375976,0.010519112,0.022443287,0
0.032154638,0.189110858,0.080133071,0.256871254,0.25035116,-0.195260592,0.82750459,-0.044721017,0.088247439,-0.721640411,-0.231751891,0.203097449,0.066590885,-0.202839109,-0.454254226,0.093327364,0.331464469,-0.102197751,-0.216021791,-0.189748496,-0.083760709,0.167265445,-0.164113164,-0.129769251,0.110105187,-0.402479887,-0.206566438,-0.15198113,-0.012501279,0.042248286,0.019627815,0.217952192,0
-0.204789748,-0.163521879,0.367905741,-0.382887649,0.545391705,0.205766002,0.428979615,0.653934579,-0.725158372,-0.293297244,0.444688848,-0.395280012,-0.22671866,-0.052075329,-0.159784451,-0.828982625,0.352647424,-0.074156232,-0.210826889,-0.1086573,-0.066113368,0.159384996,-0.103385493,-0.07075005,0.108028315,-0.392451108,-0.19033803,-0.106810138,-0.031447012,0.046765391,0.016561024,0.213459805,0
-0.063500787,-0.099702658,0.455943915,-0.173035081,0.263342935,-0.046322184,0.363367953,0.238014694,0.269104396,-0.828123476,0.324705691,-0.637184503,-0.390461817,-0.283059436,-0.223400474,-0.600410733,0.478068084,-0.147158772,-0.31415534,-0.202105433,-0.059733793,0.199030653,-0.163706794,-0.16902703,0.13689594,-0.559447646,-0.244186401,-0.214700967,-0.052861549,0.098302342,0.067718349,0.310719341,0
